Coin Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume Change (24h)
1071,Lunes,LUNES,"$514,398",$0.003413,"150,728,538",0.19%
1072,COPYTRACK,CPY,"$512,170",$0.010649,"48,093,364",0.00%
1073,WOLLO,WLO,"$511,282",$0.011874,"43,057,496",0.18%
1074,DPRating,RATING,"$510,300",$0.000198,"2,576,531,479",9.19%
1075,GoNetwork,GOT,"$509,612",$0.007078,"71,994,620",-1.15%
1076,adbank,ADB,"$509,539",$0.000733,"695,340,979",4.52%
1077,Patientory,PTOY,"$506,817",$0.007240,"70,000,000",1.37%
1078,LIFE,LIFE,"$500,151",$0.000021,"23,442,468,688",-0.35%
1079,ZEON,ZEON,"$498,277",$0.000020,"25,112,820,353",-1.43%
1080,PlatonCoin,PLTC,"$492,660",$0.084737,"5,813,982",0.12%
1081,Raven Protocol,RAVEN,"$488,082",$0.000266,"1,837,814,058",-0.69%
1082,Datawallet,DXT,"$487,010",$0.001248,"390,222,225",-1.22%
1083,Storeum,STO,"$485,394",$0.003844,"126,257,465",-0.18%
1084,Pylon Network,PYLNT,"$481,931",$1.04,"462,153",0.17%
1085,DEEX,DEEX,"$480,917",$0.008507,"56,528,700",1.97%
1086,ALBOS,ALB,"$480,709",$0.000040,"11,985,991,131",0.12%
1087,BitcoinZ,BTCZ,"$476,085",$0.000088,"5,424,510,224",0.06%
1088,Winco,WCO,"$475,100",$0.000989,"480,481,178",0.00%
1089,RSK Smart Bit...,RBTC,"$472,678",$8594.14,55.0,0.17%
1090,ATMChain,ATM,"$469,786",$0.000101,"4,660,285,460",0.00%
1091,Sapien,SPN,"$466,338",$0.002103,"221,717,524",-0.18%
1092,SnowGem,XSG,"$466,067",$0.025085,"18,579,708",0.15%
1093,Swap,XWP,"$464,214",$0.069423,"6,686,735",2.30%
1094,Graft,GRFT,"$461,852",$0.000781,"591,481,833",0.03%
1095,Karbo,KRB,"$460,701",$0.058270,"7,906,254",0.14%
1096,Electrify.Asia,ELEC,"$460,425",$0.000869,"529,591,779",0.73%
1097,PlayGame,PXG,"$460,232",$0.000515,"893,932,291",9.86%
1098,Masari,MSR,"$459,352",$0.039530,"11,620,433",-1.30%
1099,HEROcoin,PLAY,"$457,737",$0.003091,"148,066,809",0.90%
1100,DNotes,NOTE,"$457,160",$0.003385,"135,043,262",-5.65%
1101,FortKnoxster,FKX,"$456,879",$0.003065,"149,077,343",-0.35%
1102,Denarius,D,"$456,130",$0.071144,"6,411,397",0.11%
1103,AVINOC,AVINOC,"$454,283",$0.001167,"389,244,472",0.00%
1104,Stipend,SPD,"$452,966",$0.040048,"11,310,447",0.00%
1105,SmileyCoin,SMLY,"$450,777",$0.000017,"25,960,250,000",-0.07%
1106,EvenCoin,EVN,"$448,368",$0.014670,"30,562,641",-0.50%
1107,Mercury,MER,"$447,004",$0.004470,"100,000,000",0.11%
1108,uPlexa,UPX,"$446,071",$0.000241,"1,847,151,778",-3.15%
1109,Halo Platform,HALO,"$441,958",$0.000089,"4,973,233,711",-0.18%
1110,Vetri,VLD,"$439,355",$0.001749,"251,160,100",-0.16%
1111,CoinUs,CNUS,"$438,725",$0.001290,"340,000,000",0.16%
1112,Hero,HERO,"$438,430",$0.036211,"12,107,649",0.02%
1113,DCORP Utility,DRPU,"$435,840",$0.123454,"3,530,373",-0.02%
1114,White Standard,WSD,"$435,247",$0.990545,"439,402",0.28%
1115,AidCoin,AID,"$435,247",$0.009535,"45,647,599",-0.29%
1116,Banca,BANCA,"$434,713",$0.000024,"17,926,481,684",0.35%
1117,FidentiaX,FDX,"$433,461",$0.004128,"105,000,000",0.00%
1118,HyperSpace,AMP,"$432,935",$0.004298,"100,728,564",-0.90%
1119,Spiking,SPIKE,"$432,718",$0.000977,"442,894,598",0.00%
1120,Auroracoin,AUR,"$432,088",$0.023901,"18,078,320",-0.02%
1121,Parkgene,GENE,"$431,225",$0.001463,"294,760,863",0.06%
1122,VisionX,VNX,"$431,194",$0.000120,"3,600,000,000",0.86%
1123,Solaris,XLR,"$426,282",$0.246423,"1,729,879",0.11%
1124,FlypMe,FYP,"$424,618",$0.024073,"17,638,681",0.17%
1125,XPA,XPA,"$423,217",$0.007402,"57,177,751",0.00%
1126,Lobstex,LOBS,"$421,678",$0.024082,"17,510,332",0.17%
1127,PDATA,PDATA,"$421,539",$0.001230,"342,746,348",0.16%
1128,NANJCOIN,NANJ,"$417,734",$0.000022,"19,361,889,557",0.19%
1129,Rise,RISE,"$412,560",$0.002923,"141,158,846",0.11%
1130,DubaiCoin,DBIX,"$411,907",$0.096620,"4,263,172",0.23%
1131,Jarvis+,JAR,"$410,003",$0.005795,"70,752,655",0.32%
1132,Ixcoin,IXC,"$407,963",$0.019341,"21,092,964",0.15%
1133,Carboneum [C8...,C8,"$407,763",$0.007944,"51,330,711",0.00%
1134,OracleChain,OCT,"$405,710",$0.013524,"30,000,000",0.79%
1135,Zippie,ZIPT,"$404,915",$0.001493,"271,196,892",0.00%
1136,ONOToken,ONOT,"$401,347",$0.000025,"15,980,609,332",-0.18%
1137,ION,ION,"$400,685",$0.034496,"11,615,273",0.11%
1138,Eristica,ERT,"$400,548",$0.002322,"172,467,627",3.44%
1139,Motocoin,MOTO,"$393,592",$0.020038,"19,642,673",0.00%
1140,Happycoin,HPC,"$391,384",$0.017877,"21,893,557",0.11%
1141,Gems ,GEM,"$390,267",$0.000339,"1,152,794,971",-2.40%
1142,Cobinhood,COB,"$388,629",$0.000946,"410,999,847",10.12%
1143,REAL,REAL,"$387,875",$0.038572,"10,055,817",-3.32%
1144,MIB Coin,MIB,"$385,154",$0.006418,"60,011,558",-0.37%
1145,Paragon,PRG,"$384,718",$0.017278,"22,266,206",0.11%
1146,BitScreener T...,BITX,"$384,021",$0.002410,"159,323,740",0.00%
1147,Almeela,KZE,"$379,539",$0.101660,"3,733,419",0.17%
1148,Golfcoin,GOLF,"$376,937",$0.000011,"35,341,279,387",-0.01%
1149,HempCoin,THC,"$375,780",$0.001488,"252,603,023",0.11%
1150,Bitcoin CZ,BCZ,"$374,173",$0.152668,"2,450,896",0.00%
1151,Truegame,TGAME,"$373,525",$0.004523,"82,575,464",-0.20%
1152,HOQU,HQX,"$372,042",$0.002200,"169,144,018",-0.15%
1153,Freicoin,FRC,"$371,495",$0.006705,"55,406,155",0.15%
1154,Ether-1,ETHO,"$369,144",$0.010101,"36,543,602",-0.13%
1155,Ink Protocol,XNK,"$367,495",$0.001110,"330,961,728",-1.70%
1156,IXT,IXT,"$366,275",$0.010237,"35,778,844",-0.35%
1157,Matrexcoin,MAC,"$364,115",$0.021158,"17,209,730",0.16%
1158,Nerves,NER,"$362,612",$0.000111,"3,258,944,260",0.00%
1159,NoLimitCoin,NLC2,"$362,283",$0.000862,"420,423,188",0.14%
1160,Mao Zedong,MAO,"$361,737",$0.056798,"6,368,795",0.00%
1161,Zap,ZAP,"$359,794",$0.002735,"131,534,257",0.02%
1162,Blockport,BPT,"$358,125",$0.006706,"53,402,933",1.25%
1163,Shard,SHARD,"$356,220",$0.018061,"19,722,863",0.16%
1164,Ubcoin Market,UBC,"$356,010",$0.001040,"342,272,358",2.92%
1165,Blockpass,PASS,"$355,720",$0.002127,"167,223,762",-0.63%
1166,OBITS,OBITS,"$348,532",$0.022774,"15,304,286",0.58%
1167,Energo,TSL,"$347,550",$0.000577,"602,378,920",0.12%
1168,StakeCubeCoin,SCC,"$345,906",$0.177861,"1,944,816",0.99%
1169,Storiqa,STQ,"$343,749",$0.000031,"10,920,877,605",0.82%
1170,JET8,J8T,"$343,188",$0.000419,"819,285,259",-1.68%
1171,EnergiToken,ETK,"$342,841",$0.000185,"1,852,153,500",0.00%
1172,ODUWA,OWC,"$341,359",$0.145268,"2,349,850",0.30%
1173,PHI Token,PHI,"$338,185",$0.058025,"5,828,254",-0.14%
1174,Memetic / Pep...,MEME,"$337,725",$0.011305,"29,873,823",-2.85%
1175,Coinlancer,CL,"$336,361",$0.004225,"79,619,229",0.20%
1176,Manna,MANNA,"$335,690",$0.000602,"557,878,486",0.11%
1177,MinexCoin,MNX,"$335,667",$0.056747,"5,915,123",-0.43%
1178,Bigbom,BBO,"$335,388",$0.000989,"338,947,891",-2.02%
1179,FoldingCoin,FLDC,"$334,730",$0.000430,"778,797,162",25.14%
1180,Mainstream Fo...,MFTU,"$332,994",$0.000310,"1,075,139,615",-0.42%
1181,Playkey,PKT,"$332,687",$0.023897,"13,921,512",4.08%
1182,EOS TRUST,EOST,"$332,609",$0.000044,"7,518,810,122",-0.18%
1183,Uniform Fisca...,UFO,"$329,778",$0.000086,"3,836,380,637",0.11%
1184,Membrana,MBN,"$325,605",$0.006668,"48,832,481",3.15%
1185,BZEdge,BZE,"$324,614",$0.000109,"2,990,570,384",0.44%
1186,Coin Lion,LION,"$324,282",$0.010063,"32,226,096",0.16%
1187,ZMINE,ZMN,"$324,186",$0.001978,"163,868,930",-0.45%
1188,ToaCoin,TOA,"$322,249",$0.000086,"3,748,792,365",0.11%
1189,Autonio,NIO,"$322,412",$0.003037,"106,160,010",-0.17%
1190,Eroscoin,ERO,"$321,222",$0.001720,"186,744,000",0.17%
1191,UOS Network,UOS,"$321,138",$0.037642,"8,531,436",0.15%
1192,Maincoin,MNC,"$320,702",$0.001465,"218,919,047",0.27%
1193,IDEX Membership,IDXM,"$320,695",$160.35,"2,000",-0.18%
1194,Hush,HUSH,"$320,411",$0.043003,"7,450,905",0.09%
1195,RightMesh,RMESH,"$320,125",$0.004499,"71,148,517",-18.74%
1196,Kuende,KUE,"$319,641",$0.000399,"801,952,299",0.03%
1197,Birake,BIR,"$317,969",$0.004428,"71,814,372",0.01%
1198,LocalCoinSwap,LCS,"$316,035",$0.005934,"53,254,643",0.17%
1199,Olympus Labs,MOT,"$314,701",$0.008174,"38,500,000",0.11%
1200,Linfinity,LFC,"$313,171",$0.000346,"905,666,529",0.18%
1201,MetaMorph,METM,"$313,099",$0.002195,"142,641,551",8.29%
1202,Utrum,OOT,"$312,495",$0.004822,"64,800,139",0.14%
1203,GoPower,GPT,"$311,413",$0.003834,"81,227,046",-0.18%
1204,ParallelCoin,DUO,"$310,980",$0.988119,"314,719",0.39%
1205,Sether,SETH,"$309,455",$0.015368,"20,136,683",0.00%
1206,MktCoin,MLM,"$305,227",$0.000252,"1,209,529,900",0.11%
1207,Fiii,FIII,"$305,023",$0.000632,"482,404,699",5.88%
1208,0xcert,ZXC,"$303,685",$0.000913,"332,736,325",-1.80%
1209,Espers,ESP,"$303,688",$0.000013,"22,888,373,670",-0.02%
1210,Nexxo,NEXXO,"$303,598",$0.003197,"94,954,884",-0.03%
1211,Neutron,NTRN,"$302,328",$0.007728,"39,121,694",0.11%
1212,Aston,ATX,"$302,299",$0.000367,"824,000,000",-0.13%
1213,Soma,SCT,"$301,744",$0.030880,"9,771,527",0.17%
1214,Plus-Coin,NPLC,"$299,732",$0.000638,"469,946,471",0.14%
1215,SHIELD,XSH,"$299,489",$0.000584,"512,973,375",0.14%
1216,CryCash,CRC,"$299,459",$0.063473,"4,717,936",0.25%
1217,PAL Network,PAL,"$299,007",$0.000682,"438,524,050",13.40%
1218,INMAX,INX,"$298,770",$0.111023,"2,691,062",0.42%
1219,Seal Network,SEAL,"$298,666",$0.000580,"515,110,690",0.00%
1220,Bethereum,BETHER,"$298,533",$0.000602,"495,564,386",0.28%
1221,Honest,HNST,"$298,399",$0.005848,"51,022,073",8.85%
1222,Experty,EXY,"$298,238",$0.011010,"27,088,352",-0.83%
1223,SnapCoin,SNPC,"$295,439",$0.000678,"435,689,398",-2.99%
1224,Noir,NOR,"$294,771",$0.014621,"20,160,749",0.16%
1225,Nerva,XNV,"$294,189",$0.017287,"17,017,723",0.16%
1226,Qredit,XQR,"$293,053",$0.000437,"670,472,650",0.02%
1227,eBitcoin,EBTC,"$289,006",$0.015294,"18,897,126",-7.54%
1228,CYBR Token,CYBR,"$285,397",$0.017531,"16,279,124",-0.04%
1229,Rivetz,RVT,"$282,225",$0.010754,"26,244,468",0.11%
1230,PiplCoin,PIPL,"$281,909",$0.003378,"83,444,258",0.11%
1231,RefToken,REF,"$281,514",$0.280113,"1,005,000",-0.18%
1232,CryptoBonusMiles,CBM,"$281,485",$0.000187,"1,502,000,100",0.50%
1233,HBZ coin,HBZ,"$281,401",$0.000287,"978,845,690",-0.55%
1234,Crowd Machine,CMCT,"$281,167",$0.000598,"470,164,800",0.11%
1235,ACE (TokenStars),ACE,"$280,800",$0.023667,"11,864,876",-0.93%
1236,NEOX,NEOX,"$278,250",$0.259633,"1,071,703",0.28%
1237,Linx,LINX,"$277,444",$0.007651,"36,264,798",0.11%
1238,Graviocoin,GIO,"$277,162",$0.000285,"973,716,649",-0.16%
1239,Sumokoin,SUMO,"$276,481",$0.027402,"10,089,780",0.76%
1240,Wavesbet,WBET,"$276,341",$0.000006,"44,499,999,948",-0.41%
1241,Crypto Sports,CSPN,"$274,102",$0.144551,"1,896,234",19.01%
1242,LNX Protocol,LNX,"$273,510",$0.001007,"271,607,626",0.12%
1243,Ethersocial,ESN,"$272,011",$0.007569,"35,939,729",0.16%
1244,On.Live,ONL,"$271,550",$0.012559,"21,622,215",0.25%
1245,Universe,UNI,"$271,334",$0.003267,"83,065,535",2.82%
1246,Scala,XLA,"$271,251",$0.000031,"8,623,829,804",0.08%
1247,Alchemint Sta...,SDS,"$270,034",$0.000849,"317,946,798",-6.08%
1248,LALA World,LALA,"$269,046",$0.001079,"249,332,879",-0.18%
1249,BlitzPredict,XBP,"$267,719",$0.000722,"370,569,838",0.17%
1250,Banyan Network,BBN,"$265,506",$0.000435,"610,736,186",-0.10%
1251,Sharpay,S,"$264,728",$0.000257,"1,030,302,597",-0.18%
1252,CoTrader,COT,"$262,830",$0.000017,"15,728,056,896",0.65%
1253,Starbase,STAR,"$260,016",$0.001387,"187,500,000",0.00%
1254,Startcoin,START,"$259,631",$0.005759,"45,079,785",0.11%
1255,OLXA,OLXA,"$259,769",$0.000191,"1,359,419,210",0.05%
1256,NOW Token,NOW,"$259,339",$0.003818,"67,922,335",-2.31%
1257,Maxcoin,MAX,"$258,815",$0.004212,"61,445,805",0.13%
1258,BitCash,BITC,"$257,539",$0.021502,"11,977,724",0.74%
1259,Elite,1337,"$255,910",$0.000010,"26,498,787,172",-0.17%
1260,Privatix,PRIX,"$255,567",$0.232991,"1,096,900",-6.08%
1261,LHT,LHT,"$254,652",$0.005093,"50,000,000",-4.37%
1262,Bezop,BEZ,"$254,287",$0.004566,"55,685,931",-0.07%
1263,Invacio,INV,"$254,051",$0.008651,"29,365,946",-17.23%
1264,Ryo Currency,RYO,"$253,984",$0.017289,"14,690,179",0.17%
1265,Birdchain,BIRD,"$252,657",$0.001725,"146,483,297",3.33%
1266,Bayan Token,BYT,"$251,729",$1.06,"238,267",0.16%
1267,PUBLYTO Token,PUB,"$251,185",$0.000168,"1,497,764,594",-0.65%
1268,The ChampCoin,TCC,"$250,916",$0.001428,"175,749,859",-6.04%
1269,AiLink Token,ALI,"$250,769",$0.000050,"5,003,404,986",-0.71%
1270,Monkey Project,MONK,"$250,315",$0.032397,"7,726,580",0.11%
1271,Lethean,LTHN,"$249,024",$0.000344,"724,462,760",0.16%
1272,TEAM (TokenSt...,TEAM,"$249,114",$0.021027,"11,847,457",0.90%
1273,win.win,TWINS,"$248,276",$0.000086,"2,886,722,820",0.16%
1274,Zetacoin,ZET,"$247,530",$0.001453,"170,389,008",6.42%
1275,FedoraCoin,TIPS,"$246,050",$0.000001,"212,269,865,434",-25.11%
1276,B3Coin,KB3,"$245,231",$0.000325,"754,804,166",0.12%
1277,eBoost,EBST,"$245,221",$0.002452,"99,990,002",0.35%
1278,EveriToken,EVT,"$244,073",$0.033656,"7,252,111",-0.67%
1279,DAV Coin,DAV,"$243,723",$0.000352,"691,710,113",-0.03%
1280,Indorse Token,IND,"$242,703",$0.006475,"37,480,419",-0.30%
1281,Vision Indust...,VIT,"$239,758",$0.000082,"2,926,302,787",0.00%
1282,EncryptoTel [...,ETT,"$236,140",$0.003801,"62,131,190",0.25%
1283,Connect Coin,XCON,"$235,114",$0.006029,"38,996,796",9.16%
1284,RealChain,RCT,"$232,640",$0.000545,"427,022,743",-0.18%
1285,Bob's Repair,BOB,"$231,314",$0.001260,"183,640,758",-1.08%
1286,DopeCoin,DOPE,"$231,014",$0.001977,"116,845,228",0.13%
1287,OptiToken,OPTI,"$231,149",$0.008343,"27,707,045",0.17%
1288,Dovu,DOV,"$230,525",$0.000577,"399,758,698",0.00%
1289,Tokenbox,TBX,"$230,243",$0.020208,"11,393,882",-0.32%
1290,Bitcoin Incog...,XBI,"$229,635",$0.020276,"11,325,301",5.58%
1291,Verify,CRED,"$229,256",$0.016971,"13,508,864",0.00%
1292,Atonomi,ATMI,"$228,574",$0.000464,"492,540,760",0.04%
1293,ZENZO,ZNZ,"$227,835",$0.022493,"10,129,196",0.19%
1294,EUNO,EUNO,"$225,017",$0.008081,"27,845,326",0.17%
1295,Magi,XMG,"$223,840",$0.024435,"9,160,724",0.00%
1296,Mithril Ore,MORE,"$223,066",$17.49,"12,752",-0.18%
1297,Snovian.Space,SNOV,"$218,939",$0.000752,"291,324,434",-0.20%
1298,Playgroundz,IOG,"$215,193",$0.007539,"28,545,120",-8.11%
1299,LiteDoge,LDOGE,"$214,858",$0.000013,"16,418,184,992",0.00%
1300,Arbidex,ABX,"$214,444",$0.010536,"20,353,495",-0.51%
1301,Gentarium,GTM,"$214,220",$0.057547,"3,722,537",1.88%
1302,Matchpool,GUP,"$210,290",$0.002804,"75,000,000",0.35%
1303,HeroNode,HER,"$210,239",$0.000196,"1,074,244,081",-2.65%
1304,Parachute,PAR,"$208,386",$0.000600,"347,480,279",-0.09%
1305,CROAT,CROAT,"$207,075",$0.002924,"70,814,075",0.17%
1306,BitBall,BTB,"$206,251",$0.002593,"79,539,984",-0.02%
1307,ZCore,ZCR,"$205,299",$0.039708,"5,170,220",-3.05%
1308,Narrative,NRVE,"$204,749",$0.004826,"42,427,331",-0.18%
1309,Trollcoin,TROLL,"$203,480",$0.000344,"591,780,275",0.11%
1310,CannabisCoin,CANN,"$203,198",$0.002631,"77,231,176",0.11%
1311,DIMCOIN,DIM,"$201,564",$0.000096,"2,102,483,276",1.00%
1312,FSBT API Token,FSBT,"$200,581",$0.057153,"3,509,535",-0.91%
1313,Master Contra...,MCT,"$198,057",$0.000349,"567,499,990",0.22%
1314,Tokes,TKS,"$197,976",$0.149643,"1,322,984",0.66%
1315,Dether,DTH,"$195,502",$0.002300,"85,000,000",0.01%
1316,SyncFab,MFG,"$194,842",$0.001058,"184,077,750",0.16%
1317,Aditus,ADI,"$194,778",$0.000832,"234,110,888",-2.63%
1318,HeartBout,HB,"$193,787",$0.003643,"53,195,267",0.45%
1319,TigerCash,TCH,"$193,332",$0.019069,"10,138,487",0.21%
1320,Ethouse,HORSE,"$192,253",$0.001738,"110,618,782",0.08%
1321,Spectiv,SIG,"$190,397",$0.000782,"243,533,727",0.08%
1322,Sprouts,SPRTS,"$190,140",$1.2e-08,"15,717,633,256,521",0.01%
1323,Decimated,DIO,"$190,182",$0.003612,"52,649,055",0.16%
1324,FirstCoin,FRST,"$189,424",$0.006070,"31,207,528",0.66%
1325,FujiCoin,FJC,"$189,409",$0.000082,"2,313,942,181",0.00%
1326,Soverain,SOVE,"$188,031",$1.17,"160,469",3.91%
1327,Yocoin,YOC,"$187,177",$0.000506,"369,659,255",-1.18%
1328,PWR Coin,PWR,"$186,708",$0.000019,"9,664,500,811",-0.20%
1329,HelloGold,HGT,"$185,913",$0.000707,"263,034,654",3.06%
1330,TRONCLASSIC,TRXC,"$185,009",$4e-07,"465,107,478,370",-0.18%
1331,PikcioChain,PKC,"$184,657",$0.003684,"50,120,464",0.00%
1332,Shivom,OMX,"$182,390",$0.000200,"911,746,999",0.00%
1333,Centauri,CTX,"$181,828",$0.004214,"43,145,451",0.16%
1334,Equal,EQL,"$180,536",$0.000551,"327,752,497",0.41%
1335,CryptoCarbon,CCRB,"$180,407",$0.007307,"24,690,718",4.20%
1336,Globatalent,GBT,"$179,539",$0.000358,"502,207,563",-0.18%
1337,WABnetwork,WAB,"$179,345",$0.000020,"8,974,855,937",8.49%
1338,CoinMetro Token,XCM,"$179,024",$0.021062,"8,500,000",-0.03%
1339,ClearPoll,POLL,"$177,509",$0.025358,"6,999,991",0.11%
1340,Bulwark,BWK,"$177,242",$0.011881,"14,918,590",0.17%
1341,UChain,UCN,"$176,931",$0.000579,"305,346,957",0.55%
1342,GlobalBoost-Y,BSTY,"$175,237",$0.010028,"17,474,152",-1.24%
1343,Nitro,NOX,"$175,218",$0.001843,"95,077,153",-1.64%
1344,BUZZCoin,BUZZ,"$174,648",$0.000009,"19,999,998,685",0.17%
1345,XGOX,XGOX,"$173,921",$0.000073,"2,379,530,425",0.02%
1346,RoBET,ROBET,"$173,305",$0.216985,"798,697",0.17%
1347,TrezarCoin,TZC,"$172,174",$0.000979,"175,841,500",0.01%
1348,WPP TOKEN,WPP,"$171,587",$0.000603,"284,510,577",5.55%
1349,Arionum,ARO,"$170,295",$0.001068,"159,429,300",0.00%
1350,Scorum Coins,SCR,"$170,252",$0.005818,"29,265,075",-6.64%
1351,Zennies,ZENI,"$170,202",$0.000170,"1,000,812,836",0.00%
1352,AdHive,ADH,"$169,488",$0.001290,"131,376,614",0.17%
1353,BioCoin,BIO,"$169,157",$0.000200,"845,785,803",0.00%
1354,Ties.DB,TIE,"$168,521",$0.004128,"40,820,992",-3.56%
1355,PoSW Coin,POSW,"$168,222",$0.003815,"44,100,000",0.00%
1356,Pesetacoin,PTC,"$167,994",$0.001203,"139,593,449",0.11%
1357,Capricoin,CPC,"$167,388",$0.084113,"1,990,045",0.08%
1358,VULCANO,VULC,"$166,130",$0.000688,"241,450,731",0.16%
1359,Auxilium,AUX,"$165,749",$0.001465,"113,142,674",7.84%
1360,FantasyGold,FGC,"$164,586",$0.010134,"16,241,597",0.00%
1361,Cubiex,CBIX,"$164,367",$0.006611,"24,864,355",-0.50%
1362,Moneynet,MNC,"$163,764",$0.000042,"3,941,794,918",0.00%
1363,VeriumReserve,VRM,"$163,586",$0.068511,"2,387,739",-0.37%
1364,Bitstar,BITS,"$163,543",$0.007916,"20,659,868",0.00%
1365,BitDegree,BDG,"$163,208",$0.000448,"364,560,931",-0.66%
1366,Gexan,GEX,"$163,104",$0.102992,"1,583,663",2.28%
1367,eSDChain,SDA,"$162,243",$0.001650,"98,338,639",-1.86%
1368,AudioCoin,ADC,"$161,551",$0.000165,"980,733,271",0.00%
1369,BitSend,BSD,"$160,932",$0.006495,"24,778,675",1.93%
1370,CREDIT,CREDIT,"$160,827",$0.000010,"15,926,045,568",0.07%
1371,Dinastycoin,DCY,"$160,049",$0.000084,"1,899,369,485",0.00%
1372,View,VIEW,"$159,944",$0.004558,"35,088,298",4.39%
1373,Sparkpoint,SRK,"$159,316",$0.000061,"2,615,257,254",0.12%
1374,Business Cred...,BCAC,"$158,134",$0.000365,"433,657,116",0.10%
1375,MFCoin,MFC,"$157,564",$0.007397,"21,302,400",0.16%
1376,VoteCoin,VOT,"$157,043",$0.002408,"65,212,500",0.17%
1377,SnodeCoin,SND,"$156,109",$0.004300,"36,301,868",0.16%
1378,Version,V,"$152,939",$0.000258,"593,057,117",0.11%
1379,Crave,CRAVE,"$150,578",$0.006764,"22,260,191",0.07%
1380,IP Exchange,IPSX,"$150,310",$0.000159,"943,181,787",0.08%
1381,Netko,NETKO,"$150,150",$0.017219,"8,720,065",0.00%
1382,Helleniccoin,HNC,"$149,357",$0.002149,"69,499,903",2.15%
1383,KekCoin,KEK,"$148,310",$0.013840,"10,716,385",0.00%
1384,TrakInvest,TRAK,"$147,852",$0.001762,"83,933,471",0.00%
1385,Emerald Crypto,EMD,"$147,715",$0.007727,"19,117,129",0.00%
1386,PENG,PENG,"$146,433",$0.000020,"7,169,718,982",0.19%
1387,SoMee.Social,ONG,"$146,238",$0.002397,"61,000,000",0.00%
1388,Ultimate Secu...,USC,"$145,813",$0.014098,"10,343,113",-1.29%
1389,Gravity,GZRO,"$145,313",$0.000082,"1,776,400,435",0.00%
1390,Opus,OPT,"$144,497",$0.001032,"140,080,549",0.11%
1391,Phoenixcoin,PXC,"$144,032",$0.001977,"72,850,425",0.15%
1392,Commercium,CMM,"$142,806",$0.003224,"44,297,172",0.16%
1393,JSECOIN,JSE,"$142,623",$0.000322,"443,479,880",-0.16%
1394,Iungo,ING,"$140,681",$0.003517,"40,000,000",4.23%
1395,TENA,TENA,"$140,196",$0.052464,"2,672,253",0.16%
1396,Niobio Cash,NBR,"$139,501",$0.001026,"135,976,696",1.31%
1397,Aryacoin,AYA,"$139,219",$0.002071,"67,231,832",-0.98%
1398,Hercules,HERC,"$139,082",$0.003093,"44,968,656",3.85%
1399,VeriME,VME,"$138,620",$0.000779,"178,048,389",-0.18%
1400,BitBar,BTB,"$138,363",$3.22,"42,913",3.72%
1401,Shadow Token,SHDW,"$137,642",$0.019663,"7,000,000",0.66%
1402,Chronologic,DAY,"$137,604",$0.150710,"913,038",-8.49%
1403,GlobalToken,GLT,"$136,757",$0.001598,"85,589,800",0.03%
1404,Energycoin,ENRG,"$136,697",$0.001117,"122,325,446",0.09%
1405,DogeCash,DOGEC,"$136,014",$0.037626,"3,614,880",-0.31%
1406,GravityCoin,GXX,"$132,602",$0.050821,"2,609,218",0.01%
1407,Megacoin,MEC,"$132,433",$0.003462,"38,251,937",0.15%
1408,bitEUR,BITEUR,"$132,300",$1.23,"107,706",0.03%
1409,Bela,BELA,"$131,804",$0.003095,"42,591,864",5.14%
1410,SIMDAQ,SMQ,"$131,471",$0.007460,"17,623,189",0.78%
1411,MyBit,MYB,"$130,573",$0.000848,"153,906,948",-0.14%
1412,Monarch,MT,"$130,396",$0.005361,"24,323,709",-2.04%
1413,PRASM,PSM,"$130,247",$0.000058,"2,249,193,827",0.00%
1414,Galilel,GALI,"$129,595",$0.007099,"18,255,166",-2.11%
1415,Internet of P...,IOP,"$129,147",$0.009594,"13,461,469",0.11%
1416,WIZBL,WBL,"$129,009",$0.000860,"150,000,000",0.16%
1417,Emphy,EPY,"$128,446",$0.016228,"7,915,125",-0.18%
1418,Bitzeny,ZNY,"$128,098",$0.001694,"75,614,500",-8.26%
1419,WavesGo,WGO,"$127,804",$0.016745,"7,632,244",0.37%
1420,DraftCoin,DFT,"$127,002",$0.014578,"8,711,676",0.10%
1421,Social Send,SEND,"$125,384",$0.003242,"38,677,760",0.17%
1422,Transcodium,TNS,"$125,005",$0.002291,"54,553,571",0.39%
1423,InsaneCoin,INSN,"$124,477",$0.005214,"23,875,378",3.54%
1424,BlockMesh,BMH,"$124,460",$0.000456,"273,039,971",0.17%
1425,x42 Protocol,X42,"$123,195",$0.007638,"16,129,571",0.18%
1426,Auctus,AUC,"$122,215",$0.004095,"29,845,665",-0.06%
1427,PopularCoin,POP,"$108,215",$0.000027,"3,969,212,684",-7.62%
1428,The Currency ...,TCAT,"$121,725",$0.001027,"118,519,417",-0.03%
1429,TrumpCoin,TRUMP,"$121,473",$0.018393,"6,604,387",-0.28%
1430,Lampix,PIX,"$121,095",$0.000895,"135,322,017",-85.48%
1431,LoMoCoin,LMC,"$119,862",$0.000430,"278,875,464",0.11%
1432,Repme,RPM,"$119,859",$0.000002,"62,042,311,297",-0.18%
1433,Universal Cur...,UNIT,"$119,247",$0.007477,"15,949,110",0.00%
1434,Blocktix,TIX,"$119,086",$0.002977,"40,000,000",-0.20%
1435,Giant,GIC,"$118,964",$0.019913,"5,974,188",4.84%
1436,BetterBetting,BETR,"$118,707",$0.000438,"271,152,367",-0.05%
